index,result,odds_home,odds_draw,odds_away,points_home,points_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,shots_given_home,shots_given_away,shots_conceded_home,shots_conceded_away,corners_difference_home,corners_difference_away
892.0,draw,3.0,3.3,2.4,8,9,6,10,4,6,41,69,50,59,-16,15
893.0,home win,1.1,11.0,21.0,9,4,10,4,9,11,89,48,65,67,12,-6
894.0,draw,9.0,6.0,1.3,7,15,10,16,5,1,37,77,76,41,-41,7
895.0,draw,1.45,4.33,7.5,12,4,11,4,4,6,72,60,45,43,8,7
896.0,home win,1.85,3.5,4.5,6,7,8,6,9,7,68,60,60,59,2,-15
897.0,home win,2.3,3.3,3.25,3,5,2,4,9,6,45,48,67,52,-4,-2
898.0,home win,1.57,3.8,6.5,5,7,3,6,7,6,40,49,60,54,3,14
899.0,draw,2.0,3.5,3.8,4,4,4,4,7,9,36,65,65,59,-10,12
900.0,draw,2.88,3.2,2.6,4,6,5,6,10,10,49,65,61,52,-1,10
901.0,draw,1.07,13.0,26.0,13,9,14,7,1,3,79,39,44,49,9,-14
902.0,home win,1.53,4.33,6.0,7,5,7,5,11,5,50,36,70,64,7,-13
903.0,home win,2.15,3.3,3.5,4,7,5,4,9,5,54,62,68,65,-6,-4
904.0,away win,2.1,3.1,4.0,5,5,5,6,6,7,64,54,55,51,9,-12
905.0,home win,1.36,5.0,8.5,7,6,6,5,7,7,55,60,61,59,7,6
906.0,home win,1.57,3.75,7.0,13,10,6,8,1,4,70,63,45,46,18,7
907.0,draw,2.45,3.2,3.0,7,8,6,10,6,4,58,41,55,76,-12,-40
908.0,away win,2.3,3.25,3.25,4,2,4,2,8,6,44,58,59,44,12,4
909.0,home win,5.0,4.2,1.65,7,9,5,11,8,9,49,91,62,55,4,9
910.0,draw,3.75,3.5,2.0,7,10,3,7,3,5,59,67,58,54,-2,11
911.0,home win,2.05,3.4,3.75,4,7,4,5,5,6,32,62,71,59,-7,-3
912.0,home win,2.0,3.3,4.0,9,5,8,6,4,7,45,60,54,55,-14,-1
913.0,draw,1.67,3.75,5.5,6,5,8,6,5,9,34,52,80,57,-47,1
914.0,home win,1.4,4.5,9.0,7,5,6,6,5,5,50,61,43,50,8,10
915.0,away win,3.2,3.3,2.3,7,7,7,5,7,9,53,50,48,56,-14,3
916.0,home win,5.25,3.5,1.75,5,15,4,7,6,1,60,66,49,48,7,11
917.0,home win,1.1,11.0,21.0,6,4,8,5,9,9,94,51,54,62,12,7
918.0,away win,2.4,3.2,3.1,7,7,5,4,8,7,55,45,45,76,9,-4
919.0,home win,1.06,13.0,26.0,11,5,14,2,3,3,82,64,51,54,11,1
920.0,away win,2.38,3.3,2.9,10,7,6,6,4,4,43,60,58,44,-13,16
921.0,home win,1.85,3.5,4.2,2,3,3,4,8,9,57,56,58,64,0,2
922.0,draw,2.5,3.2,2.88,6,11,7,9,8,3,51,49,53,52,-5,-9
923.0,home win,2.0,3.3,3.75,4,7,3,6,7,7,63,56,60,51,3,-5
924.0,away win,2.75,3.0,2.75,4,8,5,5,6,5,52,65,59,48,-1,7
925.0,home win,1.1,10.0,19.0,9,7,16,5,8,8,96,60,49,44,16,9
926.0,home win,1.4,4.75,7.0,8,7,4,4,3,3,61,39,38,72,13,-6
927.0,away win,6.5,3.8,1.53,1,12,5,6,18,2,53,57,84,56,-2,4
928.0,home win,1.8,3.5,4.5,10,4,6,5,4,6,47,37,72,72,-7,-33
929.0,home win,1.2,6.5,17.0,12,1,7,2,2,7,63,46,60,55,5,2
930.0,draw,14.0,7.0,1.2,4,11,2,15,5,3,44,78,73,57,-1,5
931.0,home win,2.4,3.3,3.0,11,10,6,6,3,3,60,44,48,66,1,-21
932.0,draw,1.36,5.0,8.5,10,6,7,6,2,7,62,52,43,62,11,-4
933.0,away win,2.4,3.25,3.1,5,4,2,4,6,7,69,56,59,52,6,4
934.0,home win,4.33,3.6,1.85,4,11,5,6,11,1,59,64,47,36,0,15
935.0,away win,2.7,3.2,2.7,9,12,7,6,3,3,54,44,61,61,-8,-16
936.0,draw,6.0,4.33,1.53,3,12,4,19,6,5,34,106,63,44,-23,21
937.0,draw,2.63,3.3,2.75,0,4,4,4,19,11,55,59,86,55,-9,-4
938.0,away win,2.25,3.3,3.3,3,6,4,6,10,7,53,51,65,55,8,4
939.0,home win,1.05,15.0,34.0,9,6,11,5,3,10,70,57,48,49,15,-4
940.0,home win,1.95,3.5,4.0,6,2,6,1,8,10,51,67,65,51,2,13
941.0,home win,2.15,3.4,3.4,1,1,2,6,7,18,41,52,60,91,-13,-13
942.0,home win,1.11,9.0,21.0,10,6,19,6,7,5,106,55,47,59,25,0
943.0,home win,2.1,3.5,3.5,8,8,6,6,3,4,63,68,45,39,5,15
944.0,away win,4.5,3.5,1.8,7,12,4,7,4,2,46,58,71,64,-22,13
945.0,home win,2.0,3.3,4.0,7,5,8,2,5,4,54,43,44,62,-1,-1
946.0,draw,2.7,3.1,2.8,7,13,8,6,7,1,55,62,68,45,-6,1
947.0,home win,2.25,3.3,3.3,5,4,6,6,9,7,64,45,56,65,-2,-9
948.0,home win,1.5,4.33,6.5,15,3,8,5,2,9,43,57,61,63,-22,8
949.0,home win,1.62,3.8,6.0,6,3,3,3,5,7,47,39,54,61,-14,-17
950.0,home win,1.67,3.8,5.25,10,13,7,7,2,2,59,66,48,39,7,9
951.0,draw,1.95,3.3,4.2,5,5,6,5,8,9,78,65,61,74,-4,0
952.0,draw,1.45,4.33,8.0,15,1,8,0,1,10,36,51,65,54,-29,1
953.0,home win,1.14,8.0,19.0,9,7,11,6,3,6,76,68,46,36,20,12
954.0,home win,2.2,3.2,3.5,9,4,6,2,4,5,52,41,60,70,5,-3
955.0,away win,6.5,3.6,1.62,8,12,8,7,5,2,48,57,58,52,-5,11
956.0,home win,1.05,17.0,26.0,10,3,20,4,6,9,113,60,58,64,22,12
957.0,draw,1.62,4.0,5.5,3,1,5,6,8,18,45,54,73,87,-2,-12
958.0,home win,1.83,3.5,4.5,10,6,9,5,4,12,69,47,41,55,6,-9
959.0,home win,3.1,3.2,2.45,0,5,2,6,13,8,48,84,69,59,8,1
960.0,draw,2.9,3.2,2.55,4,13,3,7,7,1,48,38,72,60,-4,-27
961.0,home win,2.63,3.1,2.88,3,11,4,8,16,4,43,61,60,63,-9,1
962.0,away win,8.5,5.5,1.33,10,11,6,16,3,2,65,80,34,45,6,18
963.0,home win,2.7,3.4,2.63,2,6,7,6,18,8,59,45,85,65,-9,-5
964.0,home win,1.67,3.75,5.5,7,12,5,13,10,4,67,67,48,39,5,0
965.0,draw,1.67,3.5,6.0,12,10,8,7,1,3,60,49,53,58,15,7
966.0,draw,9.5,5.75,1.3,2,13,0,25,9,6,58,110,47,60,5,16
967.0,draw,2.25,3.3,3.3,5,3,4,6,8,9,59,52,73,77,-1,3
968.0,home win,2.38,3.1,3.25,3,5,5,7,9,8,49,43,67,61,-22,-6
969.0,home win,1.5,4.2,7.0,13,13,16,8,1,0,75,75,47,43,13,21
970.0,away win,2.38,3.25,3.0,12,7,15,6,7,5,63,63,36,40,-4,4
971.0,away win,3.4,3.3,2.2,10,7,8,8,5,12,61,59,71,51,3,3
972.0,home win,1.67,3.75,5.5,5,2,7,1,11,10,77,50,63,57,-11,-3
973.0,home win,1.44,4.5,7.5,11,6,7,7,3,16,45,52,55,59,-13,-13
974.0,home win,2.38,3.3,3.1,5,3,9,4,10,11,47,38,61,80,-2,-5
975.0,home win,1.1,11.0,21.0,11,2,16,4,5,9,98,47,55,77,18,-12
976.0,home win,1.33,5.0,10.0,10,6,7,8,3,9,48,55,67,62,4,-17
977.0,away win,1.75,3.75,4.75,3,3,5,7,8,12,50,55,78,60,-3,14
978.0,draw,1.91,3.6,4.0,3,5,3,8,9,8,56,76,70,58,0,3
979.0,home win,1.57,3.75,6.5,7,9,7,8,6,6,61,57,44,74,6,-2
980.0,draw,1.83,3.6,4.5,7,11,8,7,12,3,59,48,55,56,1,-2
981.0,home win,1.36,4.5,9.5,10,9,7,14,2,9,65,58,43,37,14,-3
982.0,draw,2.5,3.25,2.9,6,3,8,5,10,11,56,63,60,62,9,8
983.0,home win,1.91,3.6,4.0,6,5,10,7,8,10,73,53,58,55,7,2
984.0,home win,2.63,3.1,2.88,2,3,2,5,8,8,47,60,52,76,-3,-3
985.0,draw,3.2,3.3,2.3,3,10,5,8,12,4,36,47,80,77,-9,0
986.0,away win,12.0,6.0,1.25,6,11,6,19,13,4,48,93,64,57,-21,9
987.0,away win,15.0,7.5,1.18,6,13,9,14,11,2,70,69,67,43,-14,16
988.0,away win,2.7,3.1,2.8,2,8,4,8,13,9,50,75,80,48,-14,-1
989.0,draw,2.38,3.4,3.0,7,8,8,10,9,6,50,79,54,52,8,7
990.0,draw,1.8,3.5,4.75,4,5,5,3,10,4,57,44,67,53,1,-8
991.0,home win,1.29,6.0,9.5,13,7,19,6,3,10,90,53,60,46,9,3
992.0,home win,1.75,3.6,5.0,2,1,3,4,7,18,56,51,65,82,1,-11
993.0,home win,2.05,3.3,3.8,9,7,5,8,2,6,44,55,55,42,2,1
994.0,home win,1.08,11.0,26.0,15,4,16,6,2,11,70,53,50,75,15,-1
995.0,home win,1.8,3.5,4.75,6,6,11,9,12,12,58,72,41,62,-2,-5
996.0,away win,6.5,3.8,1.57,6,10,6,9,8,3,52,62,65,40,2,5
997.0,home win,1.33,5.0,10.0,11,4,8,5,3,10,42,51,93,57,-12,2
998.0,home win,1.53,4.0,6.5,10,3,11,5,7,14,72,53,41,64,0,-17
999.0,away win,19.0,8.0,1.14,8,15,10,18,9,3,49,72,62,52,-2,8
1000.0,home win,2.2,3.3,3.4,3,3,7,5,13,9,70,55,67,60,-11,-1
1001.0,draw,2.05,3.3,3.8,6,8,5,10,5,7,37,46,70,62,-15,-5
1002.0,home win,2.0,3.5,3.8,4,6,7,11,15,11,57,53,84,42,-1,-2
1003.0,home win,2.38,3.3,3.0,1,5,4,7,18,7,63,64,79,48,-5,8
1004.0,away win,15.0,7.5,1.18,3,15,4,15,11,4,57,69,55,49,0,7
1005.0,away win,1.8,3.5,4.75,7,10,8,12,12,7,52,60,61,46,-2,-5
1006.0,draw,1.53,3.8,7.5,10,9,8,4,3,2,58,49,45,50,4,12
1007.0,away win,2.88,3.2,2.55,3,5,5,5,13,6,60,63,59,60,-4,0
1008.0,draw,4.75,3.8,1.73,6,13,7,18,6,5,51,86,49,52,-6,16
1009.0,draw,3.1,3.6,2.2,9,11,11,8,6,3,84,47,53,93,11,-5
1010.0,away win,1.75,3.6,5.0,3,3,8,5,13,10,48,62,52,57,-8,-2
1011.0,draw,2.2,3.3,3.4,6,9,6,11,6,6,39,79,65,54,-13,-5
1012.0,away win,3.2,3.3,2.3,0,4,2,6,11,14,51,57,59,74,5,0
1013.0,away win,1.73,3.6,5.25,11,8,14,5,5,3,83,59,54,39,16,11
1014.0,draw,2.2,3.25,3.5,12,7,12,7,6,5,53,48,48,55,-16,-4
1015.0,away win,2.3,3.2,3.3,6,4,6,4,7,15,39,66,70,78,-15,-6
1016.0,home win,1.14,8.0,15.0,15,9,15,8,4,4,70,53,50,92,11,7
1017.0,away win,1.8,3.5,4.75,4,3,6,5,7,10,74,71,48,57,10,0
1018.0,away win,2.3,3.2,3.3,7,7,5,8,5,7,60,52,57,50,-1,8
1019.0,home win,1.67,3.6,5.75,9,6,4,7,2,9,45,65,47,67,8,-9
1020.0,home win,1.4,4.33,9.0,10,13,6,12,3,2,47,55,47,45,11,-7
1021.0,home win,2.05,3.4,3.75,6,0,4,0,7,9,61,56,55,48,-4,6
1022.0,home win,1.53,4.0,7.0,7,3,6,5,5,7,55,77,50,48,3,8
1023.0,draw,2.2,3.3,3.4,7,11,7,5,11,0,63,40,62,43,7,1
1024.0,away win,7.0,4.75,1.44,3,10,4,13,10,5,60,80,63,59,-6,5
1025.0,away win,2.05,3.3,3.8,8,6,7,4,4,7,41,59,54,60,-10,1
1026.0,home win,1.4,4.75,8.0,8,3,9,6,6,9,57,49,88,54,11,-3
1027.0,away win,1.95,3.5,4.0,6,6,6,7,15,7,67,55,77,58,-3,-5
1028.0,home win,2.1,3.3,3.75,3,3,3,7,8,11,61,45,61,66,-2,-9
1029.0,away win,13.0,7.0,1.2,7,15,10,15,8,4,64,77,71,54,-11,8
1030.0,draw,3.8,3.5,2.0,0,8,0,7,12,5,55,57,46,77,8,21
1031.0,draw,2.5,3.1,3.0,2,5,4,6,9,5,67,44,53,54,8,-12
1032.0,home win,1.3,6.0,8.0,10,8,10,6,6,9,83,69,55,55,10,12
1033.0,away win,1.62,3.75,6.0,9,6,4,6,0,6,34,59,47,60,-8,-12
1034.0,home win,2.1,3.4,3.6,9,6,9,5,5,7,56,67,63,53,-11,9
1035.0,away win,10.0,6.5,1.25,3,15,5,18,8,5,49,86,61,51,-8,7
1036.0,draw,1.57,3.75,7.0,10,3,10,4,4,10,51,49,49,70,-13,-17
1037.0,away win,4.0,3.3,2.0,2,7,6,9,12,6,38,54,74,46,-13,4
1038.0,away win,4.0,3.3,2.0,9,13,6,8,7,1,54,52,63,44,-1,20
1039.0,home win,1.95,3.5,4.0,6,6,6,9,12,11,68,65,68,74,4,-12
1040.0,home win,1.62,3.8,6.0,3,1,6,4,8,12,41,32,62,69,-16,-6
1041.0,home win,1.25,5.5,15.0,13,2,8,6,1,11,60,76,48,47,18,15
1042.0,home win,1.06,15.0,26.0,15,1,16,1,4,10,76,62,48,45,3,7
1043.0,home win,2.1,3.4,3.5,7,8,6,6,15,5,52,54,66,54,2,-7
1044.0,draw,2.2,3.6,3.1,3,3,8,4,13,9,54,50,74,57,-17,-1
1045.0,home win,1.44,4.33,8.0,9,9,11,10,6,5,54,60,49,66,-1,-8
1046.0,away win,9.5,5.25,1.33,9,10,7,15,4,6,60,89,55,49,-16,12
1047.0,home win,2.63,3.25,2.8,4,9,5,7,9,9,48,57,74,78,-21,-3
1048.0,home win,1.73,3.75,5.0,8,8,7,4,5,1,55,45,65,47,25,-2
1049.0,draw,2.15,3.3,3.5,6,9,4,8,7,8,63,72,49,63,10,10
1050.0,draw,2.1,3.25,3.75,1,1,1,3,15,10,57,42,55,61,4,-15
1051.0,away win,2.6,3.1,2.9,8,6,9,7,6,7,59,47,59,59,4,-13
1052.0,draw,2.15,3.4,3.4,7,3,5,7,5,12,56,51,47,70,-2,-13
1053.0,home win,1.91,3.4,4.33,1,7,4,6,12,7,57,53,58,65,-5,-7
1054.0,away win,1.67,3.5,6.0,5,9,3,8,6,4,57,64,46,58,-3,-10
1055.0,home win,8.5,3.6,1.53,1,13,3,10,10,1,35,69,65,43,-2,28
1056.0,home win,3.1,3.4,2.3,10,12,8,12,7,3,63,62,54,33,16,1
1057.0,home win,1.33,5.5,8.5,10,8,13,9,5,7,82,60,54,67,8,17
1058.0,away win,2.3,3.5,3.0,6,10,5,6,9,9,46,49,72,62,-11,4
1059.0,draw,8.5,5.25,1.33,5,15,5,19,5,3,46,75,54,48,-3,2
1060.0,home win,1.91,3.6,4.0,3,2,7,2,12,13,60,51,67,63,7,2
1061.0,home win,1.4,4.33,10.0,12,7,11,8,3,6,61,58,50,68,15,-4
1062.0,away win,1.57,4.5,5.5,13,12,19,16,4,4,77,94,47,51,-1,8
1063.0,draw,1.75,3.8,4.75,10,4,5,6,7,12,48,55,69,49,0,-1
1064.0,home win,2.38,3.25,3.1,12,3,8,3,2,10,60,50,58,70,-13,-9
1065.0,draw,1.44,4.33,8.0,12,8,13,6,4,5,67,52,40,59,-9,-11
1066.0,away win,3.1,3.0,2.55,2,5,2,7,8,7,55,56,55,57,-10,5
1067.0,draw,1.85,3.4,4.75,8,10,7,9,6,8,49,63,61,51,-11,17
1068.0,away win,1.62,4.0,5.5,7,2,7,2,9,7,54,61,80,49,3,9
1069.0,draw,2.1,3.25,3.75,4,3,4,4,9,10,48,43,66,52,-6,9
1070.0,draw,2.3,3.2,3.3,6,8,6,7,6,6,51,52,54,55,-23,-2
1071.0,home win,2.05,3.25,3.75,6,5,7,4,9,6,46,57,76,68,-4,-9
1072.0,away win,4.0,3.1,2.05,8,12,6,15,7,4,56,71,49,43,16,12
1073.0,home win,1.17,7.5,13.0,15,2,18,3,4,9,93,55,56,51,10,-9
1074.0,home win,6.0,4.33,1.5,4,10,3,18,7,5,59,74,56,50,-1,1
1075.0,home win,1.53,4.0,6.0,10,5,11,7,5,10,62,65,40,61,3,10
1076.0,away win,3.1,3.25,2.3,4,8,2,5,6,8,41,48,56,62,8,10
1077.0,home win,2.2,3.4,3.2,3,7,4,7,9,9,48,58,70,72,-15,7
1078.0,home win,1.5,3.8,7.5,5,2,6,2,8,14,55,51,60,70,5,0
1079.0,away win,2.05,3.3,3.6,5,12,7,9,12,3,49,61,48,55,-12,-7
1080.0,home win,2.45,3.3,3.0,5,8,3,7,4,7,58,50,54,54,-3,9
1081.0,draw,1.6,4.2,5.5,10,6,6,5,8,9,54,44,65,72,9,2
1082.0,home win,2.7,3.25,2.7,2,7,3,4,12,4,53,57,50,57,-2,2
1083.0,away win,9.5,6.0,1.29,2,15,2,19,12,3,57,85,72,54,-7,2
1084.0,draw,1.95,3.5,4.0,12,4,8,2,4,5,63,46,64,60,-6,11
1085.0,home win,1.22,6.0,15.0,12,4,15,4,5,6,73,47,46,59,7,-26
1086.0,away win,1.14,9.0,17.0,7,3,13,4,5,9,67,60,47,67,3,-9
1087.0,away win,2.3,3.25,3.25,9,10,6,8,4,4,51,64,53,45,-1,-1
1088.0,draw,1.53,4.2,6.0,4,5,7,7,11,11,51,61,84,49,-6,-10
1089.0,home win,2.6,3.3,2.75,5,7,6,8,6,8,69,62,55,65,17,9
1090.0,home win,2.1,3.5,3.5,4,10,4,8,10,5,43,63,80,63,-8,-9
1091.0,draw,2.38,3.3,3.0,5,11,6,6,8,2,51,64,59,54,6,22
1092.0,away win,4.0,3.3,2.0,10,12,7,15,4,4,60,60,57,47,-4,8
1093.0,away win,13.0,7.0,1.2,5,4,5,10,9,7,52,80,56,47,-26,12
1094.0,draw,1.85,3.75,4.2,8,8,3,7,2,5,63,76,45,52,11,23
1095.0,home win,1.22,7.0,11.0,15,7,17,9,3,9,86,55,58,69,-2,4
1096.0,home win,3.1,3.4,2.3,5,4,3,7,4,11,53,56,60,76,15,5
1097.0,home win,1.62,4.2,5.25,6,5,5,5,7,9,57,55,68,48,-13,-4
1098.0,home win,1.95,3.5,3.8,4,7,4,4,7,4,48,60,57,49,-26,2
1099.0,away win,1.53,4.2,6.0,6,1,4,2,5,16,49,56,56,86,-7,-9
1100.0,home win,2.25,3.3,3.3,10,5,7,6,4,8,51,49,71,54,-13,0
1101.0,home win,1.33,5.0,11.0,12,6,13,3,4,3,53,62,53,47,-3,12
1102.0,home win,1.04,17.0,34.0,4,8,12,5,7,4,83,58,57,65,6,12
1103.0,draw,2.25,3.2,3.4,4,5,4,5,12,14,57,62,45,60,1,-13
1104.0,away win,8.5,5.5,1.33,8,15,7,18,5,2,75,94,57,48,15,9
1105.0,draw,3.2,3.3,2.3,4,9,4,9,11,6,57,60,84,64,-13,-2
1106.0,draw,3.4,3.2,2.25,4,7,4,4,9,4,62,54,56,62,-5,-1
1107.0,home win,1.5,4.33,6.5,1,7,4,4,11,7,60,60,77,65,10,-6
1108.0,draw,1.73,3.75,5.0,7,6,7,5,8,6,47,48,75,56,-9,1
1109.0,home win,1.53,4.33,6.0,9,6,6,8,3,7,60,53,47,62,20,-21
1110.0,home win,1.6,3.8,5.75,5,4,3,4,9,12,51,46,85,46,2,5
1111.0,home win,1.33,5.0,10.0,15,7,13,7,2,6,63,64,48,62,8,7
1112.0,away win,21.0,9.0,1.13,7,6,4,16,8,5,52,92,65,47,-7,11
1113.0,home win,1.6,3.8,6.0,5,10,7,10,7,4,53,53,55,69,-15,-7
1114.0,away win,5.0,4.0,1.67,7,15,5,17,5,4,42,84,52,51,-3,11
1115.0,home win,1.85,3.6,4.33,8,9,5,6,4,4,59,62,56,44,8,19
1116.0,home win,2.3,3.3,3.1,2,4,4,6,11,7,44,65,54,59,-4,13
1117.0,away win,2.3,3.3,3.2,3,4,4,5,14,12,56,67,62,69,-18,-7
1118.0,away win,2.2,3.3,3.4,10,7,11,5,6,6,51,40,69,67,-7,-11
1119.0,home win,2.2,3.2,3.5,3,5,2,5,4,9,56,65,45,60,4,-9
1120.0,home win,1.04,17.0,41.0,9,4,17,4,3,10,89,50,35,50,12,2
1121.0,home win,1.5,4.2,7.0,8,5,6,4,5,4,58,66,47,51,3,6
1122.0,draw,2.1,3.6,3.4,4,7,3,3,12,5,48,46,41,57,8,-9
1123.0,draw,2.1,3.6,3.4,7,7,7,5,10,9,64,43,68,81,-7,-4
1124.0,draw,4.0,3.6,1.91,7,10,10,6,6,4,52,61,76,52,-14,1
1125.0,home win,17.0,6.5,1.2,4,15,6,9,12,1,60,56,70,53,-13,6
1126.0,home win,1.2,7.5,11.0,15,10,16,10,3,6,88,51,48,64,12,5
1127.0,away win,2.88,3.75,2.3,4,7,5,9,6,8,57,58,61,59,6,-2
1128.0,home win,3.5,3.6,2.05,4,4,3,5,5,7,44,61,55,60,2,6
1129.0,away win,2.45,3.1,3.1,7,2,5,3,5,15,40,64,64,64,-16,-4
1130.0,away win,1.95,3.75,3.75,7,4,10,4,8,6,45,51,72,60,1,0
1131.0,home win,1.33,5.75,8.0,8,4,5,5,4,8,55,62,44,48,6,14
1132.0,home win,1.75,3.75,4.5,12,8,7,6,2,5,59,53,55,51,5,4
1133.0,away win,26.0,11.0,1.08,9,12,13,22,9,2,59,89,62,34,-3,16
1134.0,away win,13.0,8.0,1.18,5,15,4,15,12,5,53,90,62,56,-10,10
1135.0,home win,5.0,3.8,1.7,5,8,3,8,6,9,45,67,66,64,-16,0
1136.0,home win,2.0,3.6,3.7,4,5,3,4,12,9,44,60,49,34,-4,13
1137.0,home win,1.8,3.75,4.5,4,5,4,7,5,5,70,43,54,65,5,-11
1138.0,home win,1.44,4.5,7.5,8,4,6,3,9,7,43,38,83,56,-8,-16
1139.0,home win,1.33,5.25,9.0,4,7,6,8,8,12,67,60,58,80,7,-13
1140.0,home win,1.95,3.4,4.2,4,2,3,4,13,12,58,64,66,38,-4,12
1141.0,draw,1.62,3.75,6.0,7,5,8,4,5,9,67,61,60,70,-4,-1
1142.0,home win,1.08,11.0,29.0,15,7,24,4,0,6,79,43,35,62,12,-7
1143.0,draw,2.5,3.2,3.0,9,4,13,2,9,7,56,42,66,58,-2,-18
1144.0,home win,1.67,4.0,5.0,3,7,5,6,10,12,58,45,56,50,3,-7
1146.0,away win,4.75,3.8,1.75,7,15,4,12,4,4,58,85,59,54,4,13
1147.0,home win,4.0,3.5,1.95,10,8,7,7,8,5,47,62,83,35,-12,13
1149.0,away win,1.73,3.75,5.0,4,4,8,7,8,8,46,45,64,67,4,-1
1150.0,draw,2.2,3.2,3.5,4,7,5,5,12,6,29,53,89,59,-18,-15
1151.0,draw,2.3,3.1,3.4,6,7,9,8,17,5,47,69,63,57,-13,-2
1152.0,home win,2.7,3.2,2.75,2,1,5,6,10,12,67,54,40,61,22,12
1154.0,away win,3.1,3.1,2.5,5,7,4,3,9,5,60,52,71,70,2,-5
1155.0,home win,1.18,7.0,17.0,15,6,12,4,4,6,83,49,57,61,6,0
1157.0,away win,6.5,4.33,1.5,8,15,8,22,6,2,63,90,39,25,14,24
1158.0,home win,1.91,3.4,4.33,7,7,11,9,9,9,48,50,64,63,-9,3
1159.0,draw,2.5,3.4,2.8,5,6,3,10,5,12,49,56,45,52,-12,7
1160.0,draw,2.05,3.4,3.75,9,7,5,11,5,15,50,43,70,58,-16,-14
1162.0,away win,6.0,3.3,1.73,3,8,3,5,7,3,42,78,74,40,-5,24
1163.0,away win,2.3,3.1,3.3,8,5,10,3,6,5,71,53,50,44,5,-6
1164.0,home win,1.04,15.0,34.0,15,5,11,4,3,7,91,62,54,56,9,11
1165.0,home win,1.5,4.33,6.0,4,7,8,12,12,10,49,49,56,66,0,-7
1166.0,away win,2.15,3.25,3.5,7,4,9,5,12,9,52,71,63,44,1,14
1167.0,away win,3.6,3.25,2.15,7,7,4,6,5,5,56,53,65,41,-22,9
1169.0,away win,1.65,4.2,5.0,0,5,4,5,11,10,62,36,56,88,22,-4
1170.0,draw,1.73,3.75,5.0,8,4,8,7,10,12,46,53,100,61,-2,-1
1171.0,home win,1.18,6.5,21.0,8,11,8,7,3,3,79,51,36,64,24,-4
1172.0,draw,3.1,3.3,2.35,7,7,7,10,8,12,69,58,56,52,11,11
1173.0,home win,2.3,3.25,3.3,7,5,11,7,9,7,44,65,68,51,-15,1
1175.0,home win,1.85,3.6,4.33,7,0,5,6,4,12,50,78,52,60,3,16
1176.0,away win,7.5,5.5,1.36,5,15,11,15,16,5,36,98,60,53,-26,8
1177.0,draw,2.9,3.1,2.6,5,3,6,2,10,9,49,46,67,77,6,2
1178.0,home win,1.85,3.5,4.5,5,10,3,6,5,5,57,48,52,56,-2,-6
1180.0,home win,1.85,3.4,4.75,5,7,7,7,7,8,62,58,45,58,2,7
1181.0,home win,1.45,4.5,7.0,8,8,10,9,9,11,54,63,52,94,8,8
1182.0,draw,1.6,4.0,5.5,12,11,16,12,5,1,80,80,43,34,25,20
1183.0,home win,1.57,4.0,6.0,1,10,1,6,9,7,47,52,73,63,3,3
1184.0,away win,4.5,3.5,1.85,2,9,5,7,13,5,58,55,72,58,-4,9
1185.0,draw,1.2,7.0,15.0,15,8,14,5,3,4,96,55,47,59,12,-8
1186.0,home win,2.0,3.5,3.75,7,9,5,12,6,9,51,46,47,70,3,-15
1188.0,away win,2.88,3.2,2.6,5,5,5,11,9,13,49,43,73,60,4,-19
1190.0,home win,2.6,3.1,2.9,5,5,7,5,11,7,64,62,92,45,3,7
1191.0,home win,2.05,3.4,3.75,9,11,6,10,5,6,55,58,63,47,5,13
1192.0,home win,2.45,3.2,3.0,7,7,6,8,6,7,57,54,61,47,4,4
1193.0,draw,8.5,5.0,1.36,9,13,12,13,9,4,42,102,73,45,-21,22
1194.0,away win,13.0,6.5,1.22,7,10,5,14,9,6,40,87,69,44,-8,30
1195.0,home win,1.22,5.5,19.0,9,5,11,3,2,4,77,67,46,51,14,-10
1196.0,away win,2.25,3.3,3.3,5,4,9,3,12,8,42,56,64,65,-24,11
1197.0,away win,2.8,3.2,2.6,7,3,5,7,8,11,53,75,49,52,-18,12
1198.0,home win,1.4,4.33,9.5,9,2,6,4,3,10,53,52,65,67,-19,12
1199.0,home win,2.1,3.3,3.75,6,2,4,6,4,12,37,63,78,73,-37,0
1200.0,home win,1.8,3.5,4.75,7,8,8,6,6,5,49,69,46,78,5,12
1201.0,away win,2.45,3.3,3.0,1,4,6,5,14,10,69,45,77,49,-3,-18
1202.0,home win,1.95,3.4,4.2,2,4,1,3,4,13,64,38,60,69,-13,-4
1203.0,draw,2.6,3.2,2.8,1,7,4,10,12,9,55,44,65,83,14,-15
1204.0,home win,1.44,4.33,8.0,8,8,5,6,5,4,47,51,51,64,8,-20
1205.0,home win,8.0,4.75,1.4,7,10,5,13,7,4,58,70,60,48,10,21
1206.0,draw,2.88,3.1,2.63,5,11,5,8,8,3,42,53,60,69,-21,-15
1207.0,home win,2.45,3.0,3.3,4,12,4,8,7,4,64,56,48,56,4,1
1208.0,draw,1.08,11.0,26.0,11,10,12,7,6,4,111,62,45,53,24,-1
1209.0,away win,4.5,3.5,1.85,6,11,7,11,8,1,68,71,53,52,5,6
1210.0,draw,1.95,3.4,4.2,5,5,7,3,10,6,46,44,75,56,-6,-18
1211.0,home win,1.13,10.0,17.0,13,1,13,5,1,10,78,64,60,71,-2,1
1212.0,home win,1.1,10.0,26.0,7,4,15,3,8,5,71,73,53,52,24,5
